title	category	speaker	date	url
角色管理与职业发展	教师教学发展工作坊	罗章	2016-04-27	http://news.cqu.edu.cn/newsv2/show-24-77-1.html
采用摩擦起电效应的能量采集和自供电传感技术	光电讲坛	朱光	2016-04-27	http://news.cqu.edu.cn/newsv2/show-24-83-1.html
丹麦院士讲座（二）	工程科学前沿讲坛	Prof. Niels Hansen (Technical Univertsiy of Denmark, Denmark)	2016-04-26	http://news.cqu.edu.cn/newsv2/show-24-80-1.html
丹麦院士讲座（一）	工程科学前沿讲坛	Prof. Dorte Juul Jensen (Technical Univertsiy of Denmark, Denark)	2016-04-26	http://news.cqu.edu.cn/newsv2/show-24-79-1.html
万达商业分享会	职通讲坛	危非	2016-04-26	http://news.cqu.edu.cn/newsv2/show-24-69-1.html
硫化橡胶自修复	工程科学前沿讲坛	章明秋 中山大学教授	2016-04-23	http://news.cqu.edu.cn/newsv2/show-24-73-1.html
中国古代文化中的外来元素	逸夫楼讲座	马伯庸	2016-04-22	http://news.cqu.edu.cn/newsv2/show-24-68-1.html
内燃机节能减排解读 兼谈替代燃料	汽车工程前沿讲坛	姚春德 教授，天津大学	2016-04-22	http://news.cqu.edu.cn/newsv2/show-24-71-1.html
“在线课程设计与制作系列”工作坊（第二场）	教师教学发展工作坊	李珩	2016-04-22	http://news.cqu.edu.cn/newsv2/show-24-58-1.html
MOOC设计与翻转课堂在清华大学的实践	教师教学发展工作坊	王帅国	2016-04-22	http://news.cqu.edu.cn/newsv2/show-24-76-1.html
Nanostructured Materials for Energy Conversion and Storage	重大讲座	孙学良教授	2016-04-22	http://news.cqu.edu.cn/newsv2/show-24-74-1.html
CO2 电化学还原产生低碳燃料：挑战与前景	重大讲座	张久俊院士	2016-04-22	http://news.cqu.edu.cn/newsv2/show-24-75-1.html
通信工程学院专家系列报告会：张大鹏教授谈高级生物特征识别技术		香港理工大学讲习/特聘教授，IEEE&IAPR Fellow：David Zhang （张大鹏）	2016-04-21	http://news.cqu.edu.cn/newsv2/show-24-66-1.html
澳大利亚工程院院士讲座	工程科学前沿讲坛	Dr. Michael Hood, Fellow of the Australian Academy of Technological Sciences and Engineering	2016-04-21	http://news.cqu.edu.cn/newsv2/show-24-67-1.html
“教学领导修炼力：教师怎样养成强大的教学影响力”	教师教学发展工作坊	彭江	2016-04-20	http://news.cqu.edu.cn/newsv2/show-24-70-1.html
教师教学发展中心面向全校教师举行“保护嗓子的科学发声方法”工作坊	教师教学发展工作坊	苏勤	2016-04-15	http://news.cqu.edu.cn/newsv2/show-24-51-1.html
名家会客厅讲座：诗化人生 唐人的比兴艺术	名家会客厅	刘明华	2016-04-15	http://news.cqu.edu.cn/newsv2/show-24-60-1.html
Comparative Financial Regulation——金融法比较研究		Denis Galligan 牛津大学教授	2016-04-14	http://news.cqu.edu.cn/newsv2/show-24-61-1.html
中国共产党的政治正当性与当代中国政党政治学的建立	文字斋讲座	谢茂松	2016-04-13	http://news.cqu.edu.cn/newsv2/show-24-55-1.html
关于开展就业指导工作坊第9期之无领导小组面试实战演练的通知	就业指导工作坊	赵楠、刘丽娟、高洁、何薇	2016-04-13	http://news.cqu.edu.cn/newsv2/show-24-64-1.html
“在线课程设计与制作系列”工作坊（第一场）	教师教学发展工作坊	李珩	2016-04-13	http://news.cqu.edu.cn/newsv2/show-24-57-1.html
孟庆波谈新型钙钛矿太阳能电池		孟庆波 中国科学院物理研究所教授	2016-04-13	http://news.cqu.edu.cn/newsv2/show-24-65-1.html
建规院举办《城市设计的作用、意义和案例赏析》专题讲座	重大讲座	林纪	2016-04-11	http://news.cqu.edu.cn/newsv2/show-24-63-1.html
聚焦技术?做风电装备行业领导者	工程科学前沿讲坛	陶友传博士，重庆船舶工业公司总工程师	2016-04-08	http://news.cqu.edu.cn/newsv2/show-24-52-1.html
“促进有效教学的PPT设计与优化”工作坊	教师教学发展工作坊	李倩	2016-04-08	http://news.cqu.edu.cn/newsv2/show-24-45-1.html
就业指导工作坊:简历制作技巧提升	就业指导工作坊	奉飞	2016-04-07	http://news.cqu.edu.cn/newsv2/show-24-56-1.html
宗保宁谈基本有机化学品绿色生产技术		宗保宁 中国石油化工科学研究院副总工程师	2016-04-07	http://news.cqu.edu.cn/newsv2/show-24-50-1.html
“合唱艺术 完美人声”工作坊	教师教学发展工作坊	尹恒	2016-04-06	http://news.cqu.edu.cn/newsv2/show-24-49-1.html
技术与城市的对话：以ArcGIS为主的新技术体系探索		黄积小	2016-04-06	http://news.cqu.edu.cn/newsv2/show-24-59-1.html
土木工程学院院士专家系列报告会之龚晓南：我的科研一生思考和体会	建工讲坛	浙江大学 龚晓南院士	2016-04-03	http://news.cqu.edu.cn/newsv2/show-24-54-1.html
土木工程学院院士专家系列报告会之王浩：海绵城市发展	建工讲坛	中国水利水电科学研究院 王浩院士	2016-04-03	http://news.cqu.edu.cn/newsv2/show-24-53-1.html
教师教学发展中心面向全校师生举办“促进有效教学的PPT设计与优化”工作坊	教师教学发展工作坊	李倩	2016-04-01	http://news.cqu.edu.cn/newsv2/show-24-44-1.html
屠基元教授讲座	工程科学前沿讲坛	屠基元 教授	2016-04-01	http://news.cqu.edu.cn/newsv2/show-24-41-1.html
《昭明文选》的版本与海外《文选》学	博雅讲座	罗国威	2016-03-31	http://news.cqu.edu.cn/newsv2/show-24-46-1.html
教师教学发展中心举办“板书的设计与展示”工作坊	教师教学发展工作坊	王佳眉	2016-03-30	http://news.cqu.edu.cn/newsv2/show-24-43-1.html
从近世走向近代——宋元变革论述要	文字斋讲座	王瑞来	2016-03-29	http://news.cqu.edu.cn/newsv2/show-24-34-1.html
教师教学发展中心面向全校师生举办“冥想与生活”工作坊	教师教学发展工作坊	章崇会	2016-03-29	http://news.cqu.edu.cn/newsv2/show-24-42-1.html
【创新基地?名家会客厅】名家会客厅讲座第168期预告：我国房地产业的发展与转型	名家会客厅	刘贵文	2016-03-25	http://news.cqu.edu.cn/newsv2/show-24-33-1.html
【3月25日】天然沉积土的结构性与评价方法	工程科学前沿讲坛	洪振舜	2016-03-25	http://news.cqu.edu.cn/newsv2/show-24-37-1.html
灾害管理规划学术讲座	重大讲座	肖渝	2016-03-24	http://news.cqu.edu.cn/newsv2/show-24-40-1.html
Life Cycle Assessment of Different Renewable Energy Sources		Kannan Govindan教授 南丹麦大学	2016-03-24	http://news.cqu.edu.cn/newsv2/show-24-38-1.html
关于举办职通讲坛第41期之中国一汽分享的通知	职通讲坛	娄崇	2016-03-24	http://news.cqu.edu.cn/newsv2/show-24-36-1.html
建管学院微讲坛第四讲开讲	建工讲坛	王林	2016-03-21	http://news.cqu.edu.cn/newsv2/show-24-39-1.html
【3月21日】地铁工程围岩分级研究与极限分析法进展	建工讲坛	郑颖人	2016-03-21	http://news.cqu.edu.cn/newsv2/show-24-35-1.html
经管学院举行黄桷树金融Seminar—第3期社会名流与企业家论坛	经管讲坛	曹子玮	2016-03-17	http://news.cqu.edu.cn/newsv2/show-24-32-1.html
【3月17日】黄桷树金融Seminar——社会名流与企业家论坛第3期		重庆市人民政府金融工作办公室副主任 曹子玮 博士	2016-03-17	http://news.cqu.edu.cn/newsv2/show-24-31-1.html
美国医疗政策的比较分析	公管讲坛	陈光宇（美国纽约布鲁克大学终身教授）	2016-03-17	http://news.cqu.edu.cn/newsv2/show-24-30-1.html
“城市与环境”国际讲坛——可持续建筑与环境		爱尔兰都柏林大学副校长Mark Richardson	2016-01-07	http://news.cqu.edu.cn/newsv2/show-24-29-1.html
